"cors","focal","sqq","nyears"
-0.0102368241403419,"790","713",21
0.280916921503271,"790","828",21
0.0537484328308018,"790","789",21
-0.250683621098885,"790","749",21
-0.157698458247171,"790","788",21
0.144414803829828,"790","938",21
-0.210871486192889,"790","823",21
0.0504058231536606,"790","750",21
0.185729127547272,"790","825",21
0.160404436458193,"790","898",21
0.303316681500172,"790","935",21
0.301681360892306,"790","822",21
0.316609066111267,"790","787",21
0.168528609170937,"790","604",21
0.385764371331719,"790","679",21
0.422196810787639,"790","714",21
0.103389410590566,"790","934",21
0.31173173742779,"790","824",21
1,"826","826",21
0.105178172135823,"826","716",21
0.347569475207188,"826","861",21
0.0203997397780878,"826","936",21
0.341619033501541,"826","865",21
0.0258746056235816,"826","713",21
0.109974788103572,"826","828",21
0.447260522790702,"826","789",21
0.0886749989080406,"826","749",21
-0.354990151006223,"826","788",21
-0.572208514560502,"826","938",21
-0.268810972017679,"826","823",21
0.526484557111978,"826","750",21
0.57701075867552,"826","825",21
0.183394560345621,"826","898",21
0.418820662790055,"826","935",21
0.229903036767084,"826","822",21
-0.104699893208931,"826","787",21
-0.0189138309974197,"826","604",21
0.141499807058553,"826","679",21
0.300850001752839,"826","714",21
0.227801713242564,"826","934",21
0.231690452178971,"826","824",21
1,"716","716",21
-0.186239248784689,"716","861",21
0.0990486630123475,"716","936",21
0.237625981343428,"716","865",21
-0.152367587630434,"716","713",21
-0.250424559317345,"716","828",21
0.202180820132468,"716","789",21
0.140811140556569,"716","749",21
-0.491228960325675,"716","788",21
-0.123695045763435,"716","938",21
-0.130822821182462,"716","823",21
-0.207208414544687,"716","750",21
0.158220166768168,"716","825",21
0.120128999575186,"716","898",21
0.371574453794831,"716","935",21
-0.140716572447553,"716","822",21
0.166519723486774,"716","787",21
0.232942084399709,"716","604",21
-0.192327930802349,"716","679",21
0.155039926246246,"716","714",21
